identifiers[0].value,identifiers[1].value,"inputs[""Base""].components[0].identifiers[0].value","inputs[""Base""].components[0].amount.moles.value","inputs[""aryl halide""].components[0].identifiers[0].value","inputs[""aryl halide""].components[0].amount.moles.value","inputs[""amine""].components[0].identifiers[0].value","inputs[""amine""].components[0].amount.moles.value","inputs[""metal and ligand""].components[0].identifiers[0].value","inputs[""metal and ligand""].components[0].amount.moles.value","inputs[""metal and ligand""].components[1].identifiers[0].type","inputs[""metal and ligand""].components[1].identifiers[0].value","inputs[""metal and ligand""].components[1].amount.moles.value","inputs[""metal and ligand""].components[1].amount.moles.units","inputs[""metal and ligand""].components[1].reaction_role",conditions.temperature.setpoint.value,notes.procedure_details,outcomes[0].products[0].identifiers[0].value,outcomes[0].products[0].measurements[0].percentage.value,provenance.experiment_start.value,reaction_id,"inputs[""Solvent""].components[0].identifiers[0].type","inputs[""Solvent""].components[0].identifiers[0].value","inputs[""Solvent""].components[0].amount.volume.value","inputs[""Solvent""].components[0].amount.volume.units","inputs[""Solvent""].components[0].reaction_role","inputs[""Solvent""].components[0].is_limiting","inputs[""metal and ligand""].components[0].is_limiting","inputs[""metal and ligand""].components[1].is_limiting","inputs[""Base""].components[0].is_limiting"
529,0.0 [Unassigned] Unrecognized,C(=O)([O-])[O-].[Cs+].[Cs+],3.5000000934815034e-05,COC1=CC(=CC=C1)Br,0.00043700000969693065,CN(C)C(=O)C1=CC2=C(C(=C1)C3CCCN3)OC(=CC2=O)N4CCOCC4,0.0003499999875202775,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,3.5000000934815034e-05,SMILES,CC(=O)O.CC(=O)O.[Pd],1.7500000467407517e-05,MOLE,CATALYST,100.0,"diacetoxypalladium (3.93 mg, 0.02 mmol) was added to a stirred mixture of N,N-dimethyl-2-morpholino-4-oxo-8-(pyrrolidin-2-yl)-4H-chromene-6-carboxamide (130 mg, 0.35 mmol), (9,9-dimethyl-9H-xanthene-4,5-diyl)bis(diphenylphosphine) (20.25 mg, 0.03 mmol), 1-bromo-3-methoxybenzene (0.055 ml, 0.44 mmol) and cesium carbonate (171 mg, 0.52 mmol) dissolved in 1,4-dioxane (4 ml). The resulting suspension was degased with argon and then stirred at 100 °C for 15 hours.  The reaction mixture was allowed to cool to room temperature, filtered and concentrated in V-10 Evaporator (Biotage)  The crude product was dissolved in 2ml of DMA.  The reaction mixture was purified by preparative HPLC using a Waters X-Bridge reverse-phase column (C-18, 5 microns silica, 30 mm diameter, 150 mm length, flow rate of 60 ml / minute) and decreasingly polar mixtures of water (containing 0.2% ammonium carbonate) and acetonitrile as eluent. The fractions containing the desired compound were evaporated to dryness to afford 8-(1-(3-methoxyphenyl)pyrrolidin-2-yl)-N,N-dimethyl-2-morpholino-4-oxo-4H-chromene-6-carboxamide (46.0 mg, 27.5 %) as a solid.  ",CN(C)C(=O)C1=CC2=C(C(=C1)C3CCCN3C4=CC(=CC=C4)OC)OC(=CC2=O)N5CCOCC5,27.520000457763672,02/10/2011,ord-22a60e15dfdd4a64952f48510c12252f,SMILES,C1COCCO1,0.004000000189989805,LITER,SOLVENT,False,False,False,False
530,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,C(=O)([O-])[O-].[Cs+].[Cs+],0.01489999983459711,C1=CC=C(C(=C1)[N+](=O)[O-])Br,0.010400000028312206,C1=CC=C(C=C1)N,0.013199999928474426,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,0.00031800000579096377,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],0.00013099999341648072,MOLE,CATALYST,100.0,"A 200 mL roundbottom flask was charged with 1-bromo-2-nitrobenzene (Alfa Aesar; 2.10 g, 10.40 mmol), Pd2(dba)3 (Aldrich; 119.6 mg, 2.5 mol%), racemic BINAP (Strem; 197.8 mg, 3.1 mol%), and cesium carbonate (Aldrich; 4.87 g, 14.95 mmol). The flask was evacuated and backfilled with N2 (3x), and then anhydrous toluene (20 mL) was added. Aniline (Acros; 1.20 mL, 13.2 mmol) was added followed by additional toluene (30 mL), and the mixture was allowed to stir at room temperature for 5 minutes before being placed in a 100 °C oil bath.  After heating overnight, the reaction was allowed to cool and was partitioned between EtOAc and water. The aqueous layer was extracted with EtOAc (2x), and the combined organics were concentrated under reduced pressure. The crude material was purified by silica gel chromatography (gradient elution; Rf in 90:10 hexanes:EtOAc = 0.54) to give a red-orange solid. 1.89 g of solid was collected.  ",C1=CC=C(C=C1)NC2=CC=CC=C2[N+](=O)[O-],84.87000274658203,06/28/2010,ord-2c85deae4d144af0a18fb548e5e9eabd,SMILES,CC1=CC=CC=C1,0.029999999329447746,LITER,SOLVENT,False,False,False,False
531,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,C(=O)([O-])[O-].[Cs+].[Cs+],0.0006089999806135893,CC1=CSC(=N1)C2CN(CC3=C(O2)N=C(C=C3)Cl)C,0.00040600000647827983,CC1=CN(C=N1)C2=C(N=C(C=C2)N)OC,0.00040600000647827983,C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4,4.059999992023222e-05,SMILES,CC(=O)O.CC(=O)O.[Pd],4.059999992023222e-05,MOLE,CATALYST,110.0,"To 8-chloro-4-methyl-2-(4-methylthiazol-2-yl)-2,3,4,5-tetrahydropyrido[3,2-f][1,4]oxazepine (120 mg, 0.41 mmol) in DME (3 mL) were 6-methoxy-5-(4-methyl-1H-imidazol-1-yl)pyridin-2-amine (83 mg, 0.41 mmol), cesium carbonate (198 mg, 0.61 mmol), 2-(Dicyclohexylphosphino)biphenyl (14.22 mg, 0.04 mmol) and Palladium acetate (9.11 mg, 0.04 mmol) added. The reaction was heated to 110°C for 180 min under N2 atmosphere. The solids were filtered off and washed with DCM, the solvents were evaporated and the crude product was purified by silica flash chromatography, MeOH, 0-10%, in DCM yielding N-(6-methoxy-5-(4-methyl-1H-imidazol-1-yl)pyridin-2-yl)-4-methyl-2-(4-methylthiazol-2-yl)-2,3,4,5-tetrahydropyrido[3,2-f][1,4]oxazepin-8-amine (20.00 mg, 10.63 %)  ",CC1=CN(C=N1)C2=C(N=C(C=C2)NC3=NC4=C(CN(CC(O4)C5=NC(=CS5)C)C)C=C3)OC,10.630000114440918,06/17/2010,ord-d9ed07514588414a96d99512916e6b2b,SMILES,COCCOC,0.003000000026077032,LITER,SOLVENT,False,False,False,False
532,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,C(=O)([O-])[O-].[Cs+].[Cs+],0.00025400001322850585,CC1=CSC(=N1)C2CN(CC3=C(O2)N=C(C=C3)Cl)C,0.00016900000628083944,CC1=CN(C=N1)C2=C(N=C(C=C2)N)OC,0.00016900000628083944,C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4,1.6899999536690302e-05,SMILES,CC(=O)O.CC(=O)O.[Pd],1.6899999536690302e-05,MOLE,CATALYST,110.0,"To 8-chloro-4-methyl-2-(4-methylthiazol-2-yl)-2,3,4,5-tetrahydropyrido[3,2-f][1,4]oxazepine (50 mg, 0.17 mmol) in DME (3 mL) were 6-methoxy-5-(4-methyl-1H-imidazol-1-yl)pyridin-2-amine (34.5 mg, 0.17 mmol), cesium carbonate (83 mg, 0.25 mmol), 2-(Dicyclohexylphosphino)biphenyl (5.92 mg, 0.02 mmol) and Palladium acetate (3.80 mg, 0.02 mmol) added. The reaction was heated to 110°C for 90 min under N2 atmosphere. The solids were filtered off and washed with DCM, the solvents were evaporated and the crude product was purified by silica flash chromatography, MeOH, 0-10%, in DCM yielding N-(6-methoxy-5-(4-methyl-1H-imidazol-1-yl)pyridin-2-yl)-4-methyl-2-(4-methylthiazol-2-yl)-2,3,4,5-tetrahydropyrido[3,2-f][1,4]oxazepin-8-amine (16.00 mg, 20.42 %)  ",CC1=CN(C=N1)C2=C(N=C(C=C2)NC3=NC4=C(CN(CC(O4)C5=NC(=CS5)C)C)C=C3)OC,20.420000076293945,06/17/2010,ord-53ade929d04044c58b3188ce55627881,SMILES,COCCOC,0.003000000026077032,LITER,SOLVENT,False,False,False,False
533,1.3.4 [N-arylation with Ar-X] Iodo Buchwald-Hartwig amination,C(=O)([O-])[O-].[Cs+].[Cs+],0.008620000444352627,COC(=O)C1=C(C=CC(=C1)Br)I,0.0061599998734891415,C1COCCN1,0.006779999937862158,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,0.000615999975707382,SMILES,CC(=O)O.CC(=O)O.[Pd],0.000615999975707382,MOLE,CATALYST,100.0,"To a solution of methyl 5-bromo-2-iodobenzoate (2.1 g, 6.16 mmol) in DME (15 mL) were morpholine (0.593 mL, 6.78 mmol), rac-2,2'-Bis(diphenylphosphino)-1,1'-binaphthyl (0.384 g, 0.62 mmol), Palladium acetate (0.138 g, 0.62 mmol) and CESIUM CARBONATE (2.81 g, 8.62 mmol) added. The mixture was heated in the microwave oven for 1h. The solvent was evaporated and the crude product was added to a silica gel column, 0-25% EtOAc in heptane yielding [Products]  ",COC(=O)C1=C(C=CC(=C1)Br)N2CCOCC2,17.850000381469727,10/15/2010,ord-b45fc3e4fad4439cafccda47ed5c0991,SMILES,COCCOC,0.014999999664723873,LITER,SOLVENT,False,False,False,False
534,1.3.4 [N-arylation with Ar-X] Iodo Buchwald-Hartwig amination,C(=O)([O-])[O-].[Cs+].[Cs+],0.011599999852478504,COC(=O)C1=CC(=C(C=C1)I)Br,0.005810000002384186,C1COCCN1,0.006390000227838755,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,0.0005810000002384186,SMILES,CC(=O)O.CC(=O)O.[Pd],0.0005810000002384186,MOLE,CATALYST,110.0,"To a solution of methyl 3-bromo-4-iodobenzoate (1.981 g, 5.81 mmol) in DME (10 mL) were morpholine (0.559 mL, 6.39 mmol), rac-2,2'-Bis(diphenylphosphino)-1,1'-binaphthyl (0.362 g, 0.58 mmol), Palladium acetate (0.130 g, 0.58 mmol) and CESIUM CARBONATE (3.79 g, 11.62 mmol) added. The mixture was heated in the microwave oven for 12h at 110°C. The solids were filtered off through celite, the solvent was evaporated and the crude product was added to a silica gel column, 0-30% EtOAc in heptane yielding methyl 3-bromo-4-morpholinobenzoate (0.566 g, 32.5 %)  ",COC(=O)C1=CC(=C(C=C1)N2CCOCC2)Br,32.45000076293945,10/15/2010,ord-41816b2f53f7429c8faade84ae4a9bb3,SMILES,COCCOC,0.009999999776482582,LITER,SOLVENT,False,False,False,False
535,0.0 [Unassigned] Unrecognized,C(=O)([O-])[O-].[Cs+].[Cs+],3.5000000934815034e-05,C1=CC(=CC(=C1)Br)F,0.00043700000969693065,CN(C)C(=O)C1=CC2=C(C(=C1)C3CCCN3)OC(=CC2=O)N4CCOCC4,0.0003499999875202775,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,3.5000000934815034e-05,SMILES,CC(=O)O.CC(=O)O.[Pd],1.7500000467407517e-05,MOLE,CATALYST,100.0,"diacetoxypalladium (3.93 mg, 0.02 mmol) was added to a stirred mixture of N,N-dimethyl-2-morpholino-4-oxo-8-(pyrrolidin-2-yl)-4H-chromene-6-carboxamide (130 mg, 0.35 mmol), 1-bromo-3-fluorobenzene (0.049 ml, 0.44 mmol), (9,9-dimethyl-9H-xanthene-4,5-diyl)bis(diphenylphosphine) (20.25 mg, 0.03 mmol) and cesium carbonate (171 mg, 0.52 mmol) dissolved in 1,4-dioxane (4 ml). The resulting suspension was degased with argon and then stirred at 100 °C for 16 hours.  The reaction mixture was allowed to cool to room temperature, filtered and concentrated in V-10 Evaporator (Biotage)  The crude product was dissolved in 2ml of DMA.  The reaction mixture was purified by preparative HPLC using a Waters X-Bridge reverse-phase column (C-18, 5 microns silica, 30 mm diameter, 150 mm length, flow rate of 60 ml / minute) and decreasingly polar mixtures of water (containing 0.2% ammonium carbonate) and acetonitrile as eluent. The fractions containing the desired compound were evaporated to dryness to afford 8-(1-(3-fluorophenyl)pyrrolidin-2-yl)-N,N-dimethyl-2-morpholino-4-oxo-4H-chromene-6-carboxamide (67.0 mg, 41.1 %) as a solid.  ",CN(C)C(=O)C1=CC2=C(C(=C1)C3CCCN3C4=CC(=CC=C4)F)OC(=CC2=O)N5CCOCC5,41.119998931884766,02/10/2011,ord-b29ef8d1a159427bbf8a6af5f4e4397e,SMILES,C1COCCO1,0.004000000189989805,LITER,SOLVENT,False,False,False,False
536,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,CCC(C)(C)[O-].[Na+],0.0013099999632686377,CN1C[C@H](OC2=C(C1)C=CC(=N2)Cl)C3=CC=CC=C3,0.0010900000343099236,CN1C=C(C=CC1=O)C2=C(N=C(C=C2)N)OC,0.0010900000343099236,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,0.00010900000052060932,SMILES,CC(=O)O.CC(=O)O.[Pd],0.00010900000052060932,MOLE,CATALYST,120.0,"(R)-8-chloro-4-methyl-2-phenyl-2,3,4,5-tetrahydropyrido[3,2-f][1,4]oxazepine (300 mg, 1.09 mmol), 5-(6-amino-2-methoxypyridin-3-yl)-1-methylpyridin-2(1H)-one (253 mg, 1.09 mmol), Palladium(II) acetate (24.51 mg, 0.11 mmol), 9,9-Dimethyl-4,5-bis(diphenylphosphino)xanthene (63.2 mg, 0.11 mmol) and Sodium tert-pentoxide (144 mg, 1.31 mmol) were mixed in dioxane (3 mL) and run in a microwave reactor for 40 min at 120°C. the mixture was filtered thru celite and concetrated. purified using flash column chromatography using 0-6 % MeOH (1% NH3) in DCM.  ",CN1C[C@H](OC2=C(C1)C=CC(=N2)NC3=NC(=C(C=C3)C4=CN(C(=O)C=C4)C)OC)C5=CC=CC=C5,35.11000061035156,10/13/2010,ord-2b09b0edd9af4f8e80b89621d51beb35,SMILES,C1COCCO1,0.003000000026077032,LITER,SOLVENT,False,False,False,False
537,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,CC(C)(C)[O-].[Na+],0.0001449999981559813,CC1=C(N=CN=C1Cl)N2C=NC3=CC=CC=C32,0.0009660000214353204,CN(C)CCOC1=CN=C(C=C1)N,0.0009660000214353204,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,0.0001449999981559813,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],4.830000034417026e-05,MOLE,CATALYST,100.0,"TRIS(DIBENZYLIDENEACETONE)DIPALLADIUM(0) (44.2 mg, 0.05 mmol) was added to 5-(2-(dimethylamino)ethoxy)pyridin-2-amine (175 mg, 0.97 mmol), 1-(6-chloro-5-methylpyrimidin-4-yl)-1H-benzo[d]imidazole (236 mg, 0.97 mmol), sodium t-butoxide (139 mg, 1.45 mmol) and (9,9-dimethyl-9H-xanthene-4,5-diyl)bis(diphenylphosphine) (84 mg, 0.14 mmol) in toluene (10 mL) at 20°C under nitrogen. The resulting suspension was stirred at 100 °C for 16 hours then cooled to room temperature. LCMS analysis indicates no SM, product peak present. The reaction mixture was diluted with DCM/MeOH, filtered and filtrate concentrated _in vacuo_. The residue was dissolved in DCM (100 mL) and washed with water (100 mL). The organic layer was passed through phase separating cartridge and concentrated under reduced pressure. The crude product was purified by preparative HPLC (Waters XBridge Prep C18 OBD column, 5µ silica, 19 mm diameter, 100 mm length), using decreasingly polar mixtures of water (containing 1% NH3) and MeCN as eluents. Fractions containing the desired compound were evaporated to dryness to afford 6-(1H-benzo[d]imidazol-1-yl)-N-(5-(2-(dimethylamino)ethoxy)pyridin-2-yl)-5-methylpyrimidin-4-amine (67.0 mg, 17.82 %) as a yellow solid.    ",CC1=C(N=CN=C1N2C=NC3=CC=CC=C32)NC4=NC=C(C=C4)OCCN(C)C,17.81999969482422,09/06/2010,ord-18a40927a9754d74b579f5f2e9251be2,SMILES,CC1=CC=CC=C1,0.009999999776482582,LITER,SOLVENT,False,False,False,False
539,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,C(=O)([O-])[O-].[Cs+].[Cs+],0.00021600000036414713,CN1CC(OC2=C(C1)C=CC(=N2)Cl)CC(F)(F)F,0.00215999991632998,CN1C=C(C=N1)C2=C(N=C(C=C2)N)OC,0.00215999991632998,CC(C)(C)P(C(C)(C)C)C(C)(C)C,0.00021600000036414713,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd],0.00010800000018207356,MOLE,CATALYST,120.0,"A reaction mixture of 8-chloro-4-methyl-2-(2,2,2-trifluoroethyl)-2,3,4,5-tetrahydropyrido[3,2-f][1,4]oxazepine (0.605 g, 2.16 mmol), 6-methoxy-5-(1-methyl-1H-pyrazol-4-yl)pyridin-2-amine (0.440 g, 2.16 mmol), Cs2CO3 (1.053 g, 3.23 mmol), Tri-t-butylphosphonium tetrafluoroborate (0.063 g, 0.22 mmol) and Bis(dibenzylideneacetone)palladium (0.062 g, 0.11 mmol) in DME (20 mL) was flushed with argon and run in the microwave at 120°C for 60 minutes. Have unreacted startingmaterial left. Added Tri-t-butylphosphonium tetrafluoroborate (0.063 g, 0.22 mmol) and Bis(dibenzylideneacetone)palladium (0.062 g, 0.11 mmol) and ran the vial at 120°C for another hour. The mixture was filtered through celite and washed with DCM. The solvent was evaporated and the crude prouduct was purified by silica flash chromatography using a gradient of metanol (0 to 5%) in dichloromethane giving N-(6-methoxy-5-(1-methyl-1H-pyrazol-4-yl)pyridin-2-yl)-4-methyl-2-(2,2,2-trifluoroethyl)-2,3,4,5-tetrahydropyrido[3,2-f][1,4]oxazepin-8-amine (0.483 g, 50.0 %).  ",CN1CC(OC2=C(C1)C=CC(=N2)NC3=NC(=C(C=C3)C4=CN(N=C4)C)OC)CC(F)(F)F,49.970001220703125,08/20/2010,ord-41f70b81482a4604b6fa5a5e06a3c5e0,SMILES,COCCOC,0.019999999552965164,LITER,SOLVENT,False,False,False,False
541,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,C(=O)([O-])[O-].[Cs+].[Cs+],9.409999620402232e-06,CN1CC(OC2=C(C1)C=CC(=N2)Cl)CC(F)(F)F,9.410000347997993e-05,CN1C=C(C=N1)C2=C(N=C(C=C2)N)OC,9.410000347997993e-05,CC(C)(C)P(C(C)(C)C)C(C)(C)C,9.409999620402232e-06,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd],4.699999863078119e-06,MOLE,CATALYST,100.0,"A reaction mixture of 8-chloro-4-methyl-2-(2,2,2-trifluoroethyl)-2,3,4,5-tetrahydropyrido[3,2-f][1,4]oxazepine (0.044 g, 0.09 mmol), 6-methoxy-5-(1-methyl-1H-pyrazol-4-yl)pyridin-2-amine (0.019 g, 0.09 mmol), Cs2CO3 (0.046 g, 0.14 mmol), Tri-t-butylphosphonium tetrafluoroborate (2.73 mg, 9.41 µmol) and Bis(dibenzylideneacetone)palladium (2.70 mg, 4.70 µmol) in DME (2 mL) was flushed with argon and stirred at rt overnight. No product according to LCMS. The reaction mixture was then run in the microwave at 120°C for 30 minutes. Have unreacted startingmaterial left. Ran the sample again at 120°C for 30 minutes. Doesn´t seem as if the microwave warmed the vial. Added Tri-t-butylphosphonium tetrafluoroborate (2.73 mg, 9.41 µmol) and Bis(dibenzylideneacetone)palladium (2.70 mg, 4.70 µmol) and ran the vial at 120°C for 1 hr. Reaction complete. The mixture was filtered through celite and washed with DCM. The solvent was evaporated and the crude prouduct was purified by silica flash chromatography using a gradient of metanol (0 to 5%) in dichloromethane giving N-(6-methoxy-5-(1-methyl-1H-pyrazol-4-yl)pyridin-2-yl)-4-methyl-2-(2,2,2-trifluoroethyl)-2,3,4,5-tetrahydropyrido[3,2-f][1,4]oxazepin-8-amine (0.036 g, 85 %).  ",CN1CC(OC2=C(C1)C=CC(=N2)NC3=NC(=C(C=C3)C4=CN(N=C4)C)OC)CC(F)(F)F,85.3499984741211,06/16/2010,ord-2bf6474a05bf4e7793ad68ef44642c0b,SMILES,COCCOC,0.0020000000949949026,LITER,SOLVENT,False,False,False,False
543,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,C(=O)([O-])[O-].[Cs+].[Cs+],0.0010100000072270632,CN1CC(OC2=C(C1)C=CC(=N2)Cl)CC(F)(F)F,0.0006709999870508909,CN1C=C(C=N1)C2=C(N=C(C=C2)N)OC,0.0006709999870508909,C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4,6.710000161547214e-05,SMILES,CC(=O)O.CC(=O)O.[Pd],6.710000161547214e-05,MOLE,CATALYST,100.0,"8-chloro-4-methyl-2-(2,2,2-trifluoroethyl)-2,3,4,5-tetrahydropyrido[3,2-f][1,4]oxazepine (60 % purity, 314 mg, 0.67 mmol), 6-methoxy-5-(1-methyl-1H-pyrazol-4-yl)pyridin-2-amine (137 mg, 0.67 mmol), PALLADIUM(II) ACETATE (15.07 mg, 0.07 mmol), 2-(DICYCLOHEXYLPHOSPHINO)BIPHENYL (23.53 mg, 0.07 mmol) and Cs2CO3 (328 mg, 1.01 mmol) were placed in a microwave vial. The vial was capped and flushed with argon. DME (3 mL) was added via a syringe and the resulting mixture was heated to 100°C in a microwave apparatus for 2 h. The reaction mixture was diluted with dichloromethane, filtered and concentrated. The residue was purified first by column chromatography using Silica stationary phase and gradient elution with increasing concentration of methanol, from 0 to 8 %, in dichloromethane, and then by reversed phase HPLC to give N-(6-methoxy-5-(1-methyl-1H-pyrazol-4-yl)pyridin-2-yl)-4-methyl-2-(2,2,2-trifluoroethyl)-2,3,4,5-tetrahydropyrido[3,2-f][1,4]oxazepin-8-amine (102 mg, 33.9 %).  ",CN1CC(OC2=C(C1)C=CC(=N2)NC3=NC(=C(C=C3)C4=CN(N=C4)C)OC)CC(F)(F)F,33.88999938964844,04/22/2010,ord-f5f1be85a079463c9088e7a774cb07f5,SMILES,COCCOC,0.003000000026077032,LITER,SOLVENT,False,False,False,False
545,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,C(=O)([O-])[O-].[Cs+].[Cs+],0.001820000004954636,CN1CC(OC2=C(C1)C=CC(=N2)Cl)CC(F)(F)F,0.0012100000167265534,CN1C=C(C=N1)C2=C(N=C(C=C2)N)OC,0.0012100000167265534,C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4,0.00012099999730708078,SMILES,CC(=O)O.CC(=O)O.[Pd],0.00012099999730708078,MOLE,CATALYST,100.0,"A reaction mixture of 8-chloro-4-methyl-2-(2,2,2-trifluoroethyl)-2,3,4,5-tetrahydropyrido[3,2-f][1,4]oxazepine (0.341 g, 1.21 mmol), 6-methoxy-5-(1-methyl-1H-pyrazol-4-yl)pyridin-2-amine (0.248 g, 1.21 mmol), PALLADIUM(II) ACETATE (0.027 g, 0.12 mmol), 2-(DICYCLOHEXYLPHOSPHINO)BIPHENYL (0.043 g, 0.12 mmol) and Cs2CO3 (0.594 g, 1.82 mmol) in DME (2 mL) was degassed and flushed with argon in a microwave vial. The reaction mixture was stirred at 110°C for 1 hr.  The reaction mixture was filtrated through celite, washed with DCM and concentrated. The crude product was purified by silica flash chromatography using a gradient of methanol (0 to 5%) in DCM giving N-(6-methoxy-5-(1-methyl-1H-pyrazol-4-yl)pyridin-2-yl)-4-methyl-2-(2,2,2-trifluoroethyl)-2,3,4,5-tetrahydropyrido[3,2-f][1,4]oxazepin-8-amine (0.200 g, 36.7 %).  ",CN1CC(OC2=C(C1)C=CC(=N2)NC3=NC(=C(C=C3)C4=CN(N=C4)C)OC)CC(F)(F)F,36.709999084472656,06/18/2010,ord-1b74a22b0fac45709f44bd49ada94b7f,SMILES,COCCOC,0.004999999888241291,LITER,SOLVENT,False,False,False,False
547,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,C(=O)([O-])[O-].[Cs+].[Cs+],0.0006290000164881349,CC1C(OC2=C(CN1C)C=CC(=N2)Cl)C3=NC(=CS3)C,0.0004199999966658652,CN1C=C(C=N1)C2=C(N=C(C=C2)N)OC,0.0004199999966658652,C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4,4.199999966658652e-05,SMILES,CC(=O)O.CC(=O)O.[Pd],4.199999966658652e-05,MOLE,CATALYST,110.0,"To 6-methoxy-5-(1-methyl-1H-pyrazol-4-yl)pyridin-2-amine (0.086 g, 0.42 mmol) in DME (3 mL) were 8-chloro-3,4-dimethyl-2-(4-methylthiazol-2-yl)-2,3,4,5-tetrahydropyrido[3,2-f][1,4]oxazepine (0.130 g, 0.42 mmol), cesium carbonate (0.205 g, 0.63 mmol), 2-(Dicyclohexylphosphino)biphenyl (0.015 g, 0.04 mmol) and Palladium acetate (9.42 mg, 0.04 mmol) added. The reaction was heated to 110°C for 60 min under argon atmosphere. The reaction mixture was filtered through celite, washed with DCM and the solvents were evaporated. The crude product was purified by silica flash chromatography, MeOH, 0-5%, in DCM yielding N-(6-methoxy-5-(1-methyl-1H-pyrazol-4-yl)pyridin-2-yl)-3,4-dimethyl-2-(4-methylthiazol-2-yl)-2,3,4,5-tetrahydropyrido[3,2-f][1,4]oxazepin-8-amine (0.147 g, 73.4 %). The product was submitted to the prepgroup for chiral separation.  ",CC1C(OC2=C(CN1C)C=CC(=N2)NC3=NC(=C(C=C3)C4=CN(N=C4)C)OC)C5=NC(=CS5)C,73.3499984741211,07/01/2010,ord-127ed8ac0e574ba4a6f68accaf8c96d2,SMILES,COCCOC,0.003000000026077032,LITER,SOLVENT,False,False,False,False
